Religion,Cohort,Residence,Gender,Membership
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Male,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
Protestant,Late Empire,Urban,Female,No
